Gene stable ID,Transcript stable ID,Gene description,Gene name,Transcript name
ENSMUSG00000024331,ENSMUST00000128464,desmocollin 2 [Source:MGI Symbol;Acc:MGI:103221],Dsc2,Dsc2-203
ENSMUSG00000044322,ENSMUST00000224432,desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173],Dsc1,Dsc1-202
ENSMUSG00000044322,ENSMUST00000038710,desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173],Dsc1,Dsc1-201
ENSMUSG00000044322,ENSMUST00000224557,desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173],Dsc1,Dsc1-203
ENSMUSG00000044322,ENSMUST00000226115,desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173],Dsc1,Dsc1-204
ENSMUSG00000034774,ENSMUST00000054128,desmoglein 1 gamma [Source:MGI Symbol;Acc:MGI:2664358],Dsg1c,Dsg1c-201
ENSMUSG00000069441,ENSMUST00000077146,desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930],Dsg1a,Dsg1a-201
ENSMUSG00000061928,ENSMUST00000076737,desmoglein 1 beta [Source:MGI Symbol;Acc:MGI:2664357],Dsg1b,Dsg1b-201
ENSMUSG00000053644,ENSMUST00000172902,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-207
ENSMUSG00000053644,ENSMUST00000174518,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-208
ENSMUSG00000053644,ENSMUST00000172734,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-206
ENSMUSG00000053644,ENSMUST00000066208,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-201
ENSMUSG00000053644,ENSMUST00000174704,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-209
ENSMUSG00000053644,ENSMUST00000168517,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-202
ENSMUSG00000053644,ENSMUST00000170309,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-203
ENSMUSG00000053644,ENSMUST00000171851,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-205
ENSMUSG00000053644,ENSMUST00000171844,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",Aldh7a1,Aldh7a1-204
ENSMUSG00000118186,ENSMUST00000235656,predicted gene 8642 [Source:MGI Symbol;Acc:MGI:3647457],Gm8642,Gm8642-201
ENSMUSG00000099196,ENSMUST00000183892,microRNA 1258 [Source:MGI Symbol;Acc:MGI:5530753],Mir1258,Mir1258-201
ENSMUSG00000001804,ENSMUST00000019426,desmoglein 4 [Source:MGI Symbol;Acc:MGI:2661061],Dsg4,Dsg4-201
ENSMUSG00000117480,ENSMUST00000234005,predicted gene 5688 [Source:MGI Symbol;Acc:MGI:3644279],Gm5688,Gm5688-201
ENSMUSG00000008301,ENSMUST00000130163,phosphorylated adaptor for RNA export [Source:MGI Symbol;Acc:MGI:1891839],Phax,Phax-202
ENSMUSG00000008301,ENSMUST00000132628,phosphorylated adaptor for RNA export [Source:MGI Symbol;Acc:MGI:1891839],Phax,Phax-203
ENSMUSG00000008301,ENSMUST00000008445,phosphorylated adaptor for RNA export [Source:MGI Symbol;Acc:MGI:1891839],Phax,Phax-201
ENSMUSG00000032900,ENSMUST00000035640,testis expressed 43 [Source:MGI Symbol;Acc:MGI:1914593],Tex43,Tex43-201
ENSMUSG00000032900,ENSMUST00000127591,testis expressed 43 [Source:MGI Symbol;Acc:MGI:1914593],Tex43,Tex43-202
ENSMUSG00000032900,ENSMUST00000153248,testis expressed 43 [Source:MGI Symbol;Acc:MGI:1914593],Tex43,Tex43-204
ENSMUSG00000032900,ENSMUST00000147775,testis expressed 43 [Source:MGI Symbol;Acc:MGI:1914593],Tex43,Tex43-203
ENSMUSG00000032900,ENSMUST00000235602,testis expressed 43 [Source:MGI Symbol;Acc:MGI:1914593],Tex43,Tex43-205
ENSMUSG00000117812,ENSMUST00000235150,"predicted gene, 50283 [Source:MGI Symbol;Acc:MGI:6303119]",Gm50283,Gm50283-201
ENSMUSG00000118153,ENSMUST00000236670,"predicted gene, 50288 [Source:MGI Symbol;Acc:MGI:6303127]",Gm50288,Gm50288-201
ENSMUSG00000118275,ENSMUST00000235398,"predicted gene, 50289 [Source:MGI Symbol;Acc:MGI:6303129]",Gm50289,Gm50289-201
ENSMUSG00000024590,ENSMUST00000025486,lamin B1 [Source:MGI Symbol;Acc:MGI:96795],Lmnb1,Lmnb1-201
ENSMUSG00000024590,ENSMUST00000128651,lamin B1 [Source:MGI Symbol;Acc:MGI:96795],Lmnb1,Lmnb1-202
ENSMUSG00000032656,ENSMUST00000102912,membrane associated ring-CH-type finger 3 [Source:MGI Symbol;Acc:MGI:2443667],Marchf3,Marchf3-202
ENSMUSG00000032656,ENSMUST00000035278,membrane associated ring-CH-type finger 3 [Source:MGI Symbol;Acc:MGI:2443667],Marchf3,Marchf3-201
ENSMUSG00000032656,ENSMUST00000153044,membrane associated ring-CH-type finger 3 [Source:MGI Symbol;Acc:MGI:2443667],Marchf3,Marchf3-203
ENSMUSG00000056632,ENSMUST00000070892,desmoglein 3 [Source:MGI Symbol;Acc:MGI:99499],Dsg3,Dsg3-201
ENSMUSG00000056632,ENSMUST00000234945,desmoglein 3 [Source:MGI Symbol;Acc:MGI:99499],Dsg3,Dsg3-202
ENSMUSG00000087597,ENSMUST00000128240,predicted gene 15345 [Source:MGI Symbol;Acc:MGI:3705179],Gm15345,Gm15345-201
ENSMUSG00000117917,ENSMUST00000237269,"predicted gene, 18087 [Source:MGI Symbol;Acc:MGI:5010272]",Gm18087,Gm18087-201
ENSMUSG00000117627,ENSMUST00000234000,triosephosphate isomerase related sequence 10 [Source:MGI Symbol;Acc:MGI:98798],Tpi-rs10,Tpi-rs10-201
ENSMUSG00000024592,ENSMUST00000025488,RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672],C330018D20Rik,C330018D20Rik-201
ENSMUSG00000024592,ENSMUST00000139243,RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672],C330018D20Rik,C330018D20Rik-202
ENSMUSG00000024592,ENSMUST00000152087,RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672],C330018D20Rik,C330018D20Rik-203
ENSMUSG00000118050,ENSMUST00000236271,"predicted gene, 18739 [Source:MGI Symbol;Acc:MGI:5010924]",Gm18739,Gm18739-201
ENSMUSG00000118177,ENSMUST00000235434,"predicted gene, 19486 [Source:MGI Symbol;Acc:MGI:5011671]",Gm19486,Gm19486-201
ENSMUSG00000044393,ENSMUST00000059787,desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466],Dsg2,Dsg2-201
ENSMUSG00000044393,ENSMUST00000120102,desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466],Dsg2,Dsg2-202
ENSMUSG00000044393,ENSMUST00000121837,desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466],Dsg2,Dsg2-203
ENSMUSG00000085595,ENSMUST00000130296,predicted gene 16090 [Source:MGI Symbol;Acc:MGI:3801885],Gm16090,Gm16090-201
ENSMUSG00000061808,ENSMUST00000075312,transthyretin [Source:MGI Symbol;Acc:MGI:98865],Ttr,Ttr-201
ENSMUSG00000091449,ENSMUST00000165229,predicted gene 10269 [Source:MGI Symbol;Acc:MGI:3642381],Gm10269,Gm10269-201
ENSMUSG00000056124,ENSMUST00000070080,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1928380]",B4galt6,B4galt6-201
ENSMUSG00000024593,ENSMUST00000075770,multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177],Megf10,Megf10-201
ENSMUSG00000024593,ENSMUST00000139892,multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177],Megf10,Megf10-202
ENSMUSG00000118230,ENSMUST00000235284,"predicted gene, 50200 [Source:MGI Symbol;Acc:MGI:6302980]",Gm50200,Gm50200-201
ENSMUSG00000118343,ENSMUST00000235655,"predicted gene, 50201 [Source:MGI Symbol;Acc:MGI:6302981]",Gm50201,Gm50201-201
ENSMUSG00000033382,ENSMUST00000225661,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],Trappc8,Trappc8-205
ENSMUSG00000033382,ENSMUST00000225502,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],Trappc8,Trappc8-204
ENSMUSG00000033382,ENSMUST00000223584,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],Trappc8,Trappc8-202
ENSMUSG00000033382,ENSMUST00000097658,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],Trappc8,Trappc8-201
ENSMUSG00000033382,ENSMUST00000224530,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],Trappc8,Trappc8-203
ENSMUSG00002076630,ENSMUST00020182548,"predicted gene, 54372 [Source:MGI Symbol;Acc:MGI:6845224]",Gm54372,Gm54372-201
ENSMUSG00000033107,ENSMUST00000050004,ring finger protein 125 [Source:MGI Symbol;Acc:MGI:1914914],Rnf125,Rnf125-201
ENSMUSG00000033107,ENSMUST00000234316,ring finger protein 125 [Source:MGI Symbol;Acc:MGI:1914914],Rnf125,Rnf125-202
ENSMUSG00000024317,ENSMUST00000234107,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-203
ENSMUSG00000024317,ENSMUST00000234536,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-205
ENSMUSG00000024317,ENSMUST00000052396,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-201
ENSMUSG00000024317,ENSMUST00000234545,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-206
ENSMUSG00000024317,ENSMUST00000234169,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-204
ENSMUSG00000024317,ENSMUST00000072847,ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211],Rnf138,Rnf138-202
ENSMUSG00000024313,ENSMUST00000234367,meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964],Mep1b,Mep1b-202
ENSMUSG00000024313,ENSMUST00000235102,meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964],Mep1b,Mep1b-203
ENSMUSG00000024313,ENSMUST00000082235,meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964],Mep1b,Mep1b-201
ENSMUSG00000062962,ENSMUST00000084199,predicted pseudogene 6378 [Source:MGI Symbol;Acc:MGI:3647253],Gm6378,Gm6378-201
ENSMUSG00000042680,ENSMUST00000049260,GRB2 associated regulator of MAPK1 subtype 1 [Source:MGI Symbol;Acc:MGI:2685790],Garem1,Garem1-201
ENSMUSG00000042680,ENSMUST00000234115,GRB2 associated regulator of MAPK1 subtype 1 [Source:MGI Symbol;Acc:MGI:2685790],Garem1,Garem1-202
ENSMUSG00000119849,ENSMUST00000104400,"predicted gene, 54376 [Source:MGI Symbol;Acc:MGI:6845232]",Gm54376,Gm54376-201
ENSMUSG00000117632,ENSMUST00000234702,"predicted gene, 50049 [Source:MGI Symbol;Acc:MGI:6275360]",Gm50049,Gm50049-201
ENSMUSG00000117357,ENSMUST00000234125,"predicted gene, 41675 [Source:MGI Symbol;Acc:MGI:5624560]",Gm41675,Gm41675-201
ENSMUSG00000117357,ENSMUST00000234791,"predicted gene, 41675 [Source:MGI Symbol;Acc:MGI:5624560]",Gm41675,Gm41675-202
ENSMUSG00000117590,ENSMUST00000234999,"predicted gene, 50052 [Source:MGI Symbol;Acc:MGI:6275366]",Gm50052,Gm50052-201
ENSMUSG00000119907,ENSMUST00000240423,"predicted gene, 22886 [Source:MGI Symbol;Acc:MGI:5452663]",Gm22886,Gm22886-201
ENSMUSG00000117386,ENSMUST00000234227,predicted gene 4837 [Source:MGI Symbol;Acc:MGI:3648677],Gm4837,Gm4837-201
ENSMUSG00000024598,ENSMUST00000025497,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-201
ENSMUSG00000024598,ENSMUST00000236932,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-205
ENSMUSG00000024598,ENSMUST00000235281,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-202
ENSMUSG00000024598,ENSMUST00000235417,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-203
ENSMUSG00000024598,ENSMUST00000237293,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-206
ENSMUSG00000024598,ENSMUST00000235779,fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490],Fbn2,Fbn2-204
ENSMUSG00002076821,ENSMUST00020183491,"predicted gene, 54377 [Source:MGI Symbol;Acc:MGI:6845234]",Gm54377,Gm54377-201
ENSMUSG00000042514,ENSMUST00000122333,kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249],Klhl14,Klhl14-202
ENSMUSG00000042514,ENSMUST00000049105,kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249],Klhl14,Klhl14-201
ENSMUSG00000024600,ENSMUST00000025500,"solute carrier family 27 (fatty acid transporter), member 6 [Source:MGI Symbol;Acc:MGI:3036230]",Slc27a6,Slc27a6-201
ENSMUSG00000043168,ENSMUST00000144487,RIKEN cDNA 4930426D05 gene [Source:MGI Symbol;Acc:MGI:1921894],4930426D05Rik,4930426D05Rik-204
ENSMUSG00000043168,ENSMUST00000132729,RIKEN cDNA 4930426D05 gene [Source:MGI Symbol;Acc:MGI:1921894],4930426D05Rik,4930426D05Rik-201
ENSMUSG00000043168,ENSMUST00000143378,RIKEN cDNA 4930426D05 gene [Source:MGI Symbol;Acc:MGI:1921894],4930426D05Rik,4930426D05Rik-203
ENSMUSG00000043168,ENSMUST00000139804,RIKEN cDNA 4930426D05 gene [Source:MGI Symbol;Acc:MGI:1921894],4930426D05Rik,4930426D05Rik-202
ENSMUSG00000077243,ENSMUST00000104055,"predicted gene, 23270 [Source:MGI Symbol;Acc:MGI:5453047]",Gm23270,Gm23270-201
ENSMUSG00000024601,ENSMUST00000025503,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557],Isoc1,Isoc1-201
ENSMUSG00000024601,ENSMUST00000238139,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557],Isoc1,Isoc1-202
ENSMUSG00000118337,ENSMUST00000235435,"predicted gene, 50227 [Source:MGI Symbol;Acc:MGI:6303027]",Gm50227,Gm50227-201
ENSMUSG00000053441,ENSMUST00000052907,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 [Source:MGI Symbol;Acc:MGI:2442875]",Adamts19,Adamts19-201
ENSMUSG00000053441,ENSMUST00000236901,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 [Source:MGI Symbol;Acc:MGI:2442875]",Adamts19,Adamts19-202
ENSMUSG00000053441,ENSMUST00000237964,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 [Source:MGI Symbol;Acc:MGI:2442875]",Adamts19,Adamts19-204
ENSMUSG00000053441,ENSMUST00000237536,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 [Source:MGI Symbol;Acc:MGI:2442875]",Adamts19,Adamts19-203
ENSMUSG00000024306,ENSMUST00000234736,coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200],Ccdc178,Ccdc178-204
ENSMUSG00000024306,ENSMUST00000025160,coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200],Ccdc178,Ccdc178-201
ENSMUSG00000024306,ENSMUST00000234661,coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200],Ccdc178,Ccdc178-203
ENSMUSG00000024306,ENSMUST00000115837,coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200],Ccdc178,Ccdc178-202
ENSMUSG00000116552,ENSMUST00000232130,"predicted gene, 34396 [Source:MGI Symbol;Acc:MGI:5593555]",Gm34396,Gm34396-201
ENSMUSG00000091039,ENSMUST00000169954,keratin associated protein 20-2 [Source:MGI Symbol;Acc:MGI:1916148],Krtap20-2,Krtap20-2-201
ENSMUSG00002076461,ENSMUST00020182278,"predicted gene, 54382 [Source:MGI Symbol;Acc:MGI:6845244]",Gm54382,Gm54382-201
ENSMUSG00000058368,ENSMUST00000078422,keratin associated protein 21-1 [Source:MGI Symbol;Acc:MGI:2157767],Krtap21-1,Krtap21-1-201
ENSMUSG00000062433,ENSMUST00000082065,keratin associated protein 6-2 [Source:MGI Symbol;Acc:MGI:1330280],Krtap6-2,Krtap6-2-201
ENSMUSG00000065968,ENSMUST00000230206,interferon induced transmembrane protein 7 [Source:MGI Symbol;Acc:MGI:1921732],Ifitm7,Ifitm7-203
ENSMUSG00000065968,ENSMUST00000117803,interferon induced transmembrane protein 7 [Source:MGI Symbol;Acc:MGI:1921732],Ifitm7,Ifitm7-201
ENSMUSG00000065968,ENSMUST00000178021,interferon induced transmembrane protein 7 [Source:MGI Symbol;Acc:MGI:1921732],Ifitm7,Ifitm7-202
ENSMUSG00000077223,ENSMUST00000104035,"predicted gene, 22271 [Source:MGI Symbol;Acc:MGI:5452048]",Gm22271,Gm22271-201
ENSMUSG00000044387,ENSMUST00000142712,RIKEN cDNA 2410080I02 gene [Source:MGI Symbol;Acc:MGI:1915498],2410080I02Rik,2410080I02Rik-201
ENSMUSG00000084576,ENSMUST00000122627,"predicted gene, 23655 [Source:MGI Symbol;Acc:MGI:5453432]",Gm23655,Gm23655-201
ENSMUSG00000059632,ENSMUST00000072280,keratin associated protein 8-1 [Source:MGI Symbol;Acc:MGI:1330293],Krtap8-1,Krtap8-1-201
ENSMUSG00000033863,ENSMUST00000036884,Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856],Klf9,Klf9-201
ENSMUSG00000033863,ENSMUST00000236357,Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856],Klf9,Klf9-202
ENSMUSG00000056706,ENSMUST00000056118,keratin associated protein 7-1 [Source:MGI Symbol;Acc:MGI:1918613],Krtap7-1,Krtap7-1-201
ENSMUSG00000091212,ENSMUST00000171542,keratin associated protein 11-1 [Source:MGI Symbol;Acc:MGI:99447],Krtap11-1,Krtap11-1-201
ENSMUSG00000116870,ENSMUST00000231309,"predicted gene, 49696 [Source:MGI Symbol;Acc:MGI:6215152]",Gm49696,Gm49696-201
ENSMUSG00000080626,ENSMUST00000116976,microRNA 1192 [Source:MGI Symbol;Acc:MGI:3783365],Mir1192,Mir1192-201
ENSMUSG00000116651,ENSMUST00000232201,"predicted gene, 17844 [Source:MGI Symbol;Acc:MGI:5010029]",Gm17844,Gm17844-201
ENSMUSG00000006456,ENSMUST00000006625,RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092],Rbm14,Rbm14-201
ENSMUSG00000006456,ENSMUST00000113793,RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092],Rbm14,Rbm14-202
ENSMUSG00000006456,ENSMUST00000180008,RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092],Rbm14,Rbm14-203
ENSMUSG00000044117,ENSMUST00000056521,bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504],Bmerb1,Bmerb1-201
ENSMUSG00000044117,ENSMUST00000118412,bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504],Bmerb1,Bmerb1-202
ENSMUSG00000044117,ENSMUST00000131608,bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504],Bmerb1,Bmerb1-203
ENSMUSG00000095913,ENSMUST00000178699,"predicted gene, 21844 [Source:MGI Symbol;Acc:MGI:5434008]",Gm21844,Gm21844-201
ENSMUSG00000050875,ENSMUST00000117064,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-202
ENSMUSG00000050875,ENSMUST00000165666,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-205
ENSMUSG00000050875,ENSMUST00000058633,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-201
ENSMUSG00000050875,ENSMUST00000175897,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-207
ENSMUSG00000050875,ENSMUST00000118510,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-203
ENSMUSG00000050875,ENSMUST00000154125,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-204
ENSMUSG00000050875,ENSMUST00000175830,membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934],Minar2,Minar2-206
ENSMUSG00000082554,ENSMUST00000120696,predicted gene 15806 [Source:MGI Symbol;Acc:MGI:3802043],Gm15806,Gm15806-201
ENSMUSG00000022827,ENSMUST00000023524,"RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]",Rabl3,Rabl3-201
ENSMUSG00000022827,ENSMUST00000130028,"RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]",Rabl3,Rabl3-203
ENSMUSG00000022827,ENSMUST00000128036,"RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]",Rabl3,Rabl3-202
ENSMUSG00000022827,ENSMUST00000140799,"RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]",Rabl3,Rabl3-204
ENSMUSG00000025075,ENSMUST00000078284,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-201
ENSMUSG00000025075,ENSMUST00000095948,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-202
ENSMUSG00000025075,ENSMUST00000165407,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-204
ENSMUSG00000025075,ENSMUST00000171341,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-207
ENSMUSG00000025075,ENSMUST00000166049,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-206
ENSMUSG00000025075,ENSMUST00000163502,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-203
ENSMUSG00000025075,ENSMUST00000165522,hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378],Habp2,Habp2-205
ENSMUSG00000082277,ENSMUST00000119880,predicted gene 15807 [Source:MGI Symbol;Acc:MGI:3802044],Gm15807,Gm15807-201
ENSMUSG00000116677,ENSMUST00000232317,"predicted gene, 49569 [Source:MGI Symbol;Acc:MGI:6214960]",Gm49569,Gm49569-201
ENSMUSG00000083536,ENSMUST00000119046,predicted gene 15808 [Source:MGI Symbol;Acc:MGI:3802045],Gm15808,Gm15808-201
ENSMUSG00000022821,ENSMUST00000160847,"homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]",Hgd,Hgd-203
ENSMUSG00000022821,ENSMUST00000159787,"homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]",Hgd,Hgd-201
ENSMUSG00000022821,ENSMUST00000161193,"homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]",Hgd,Hgd-204
ENSMUSG00000022821,ENSMUST00000162918,"homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]",Hgd,Hgd-205
ENSMUSG00000022821,ENSMUST00000159938,"homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]",Hgd,Hgd-202
ENSMUSG00000058152,ENSMUST00000237594,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],Chsy3,Chsy3-202
ENSMUSG00000058152,ENSMUST00000238155,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],Chsy3,Chsy3-203
ENSMUSG00000058152,ENSMUST00000080721,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],Chsy3,Chsy3-201
ENSMUSG00000098287,ENSMUST00000183687,microRNA 6355 [Source:MGI Symbol;Acc:MGI:5530855],Mir6355,Mir6355-201
ENSMUSG00002076257,ENSMUST00020182749,"predicted gene, 54378 [Source:MGI Symbol;Acc:MGI:6845236]",Gm54378,Gm54378-201
ENSMUSG00000118327,ENSMUST00000235423,predicted gene 8697 [Source:MGI Symbol;Acc:MGI:3642964],Gm8697,Gm8697-201
ENSMUSG00000117701,ENSMUST00000237574,"predicted gene, 38695 [Source:MGI Symbol;Acc:MGI:5621580]",Gm38695,Gm38695-201
ENSMUSG00000117940,ENSMUST00000235963,"predicted gene, 50235 [Source:MGI Symbol;Acc:MGI:6303040]",Gm50235,Gm50235-201
ENSMUSG00000117999,ENSMUST00000237612,"predicted gene, 18217 [Source:MGI Symbol;Acc:MGI:5010402]",Gm18217,Gm18217-201
ENSMUSG00000116723,ENSMUST00000231668,"predicted gene, 46559 [Source:MGI Symbol;Acc:MGI:5826196]",Gm46559,Gm46559-201
ENSMUSG00002075688,ENSMUST00020182222,"predicted gene, 54379 [Source:MGI Symbol;Acc:MGI:6845238]",Gm54379,Gm54379-201
ENSMUSG00000118538,ENSMUST00000238950,"predicted gene, 18218 [Source:MGI Symbol;Acc:MGI:5010403]",Gm18218,Gm18218-201
ENSMUSG00000022820,ENSMUST00000023514,NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444],Ndufb4,Ndufb4-201
ENSMUSG00000022820,ENSMUST00000135019,NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444],Ndufb4,Ndufb4-202
ENSMUSG00000022820,ENSMUST00000231881,NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444],Ndufb4,Ndufb4-203
ENSMUSG00000073555,ENSMUST00000031549,predicted gene 4951 [Source:MGI Symbol;Acc:MGI:3644953],Gm4951,Gm4951-201
ENSMUSG00000085977,ENSMUST00000131638,predicted gene 5970 [Source:MGI Symbol;Acc:MGI:3646761],Gm5970,Gm5970-201
ENSMUSG00000116529,ENSMUST00000231714,predicted gene 4600 [Source:MGI Symbol;Acc:MGI:3782783],Gm4600,Gm4600-201
ENSMUSG00000034108,ENSMUST00000235216,copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783],Ccs,Ccs-202
ENSMUSG00000034108,ENSMUST00000236451,copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783],Ccs,Ccs-206
ENSMUSG00000034108,ENSMUST00000236178,copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783],Ccs,Ccs-205
